工廠名稱,工廠市鎮鄉村里,工廠組織型態,工廠登記核准年分,工廠登記狀態,產業類別,主要產品
金泰工業有限公司泰山區二廠,新北市泰山區貴和里,有限公司,110年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具、259其他金屬製品
隆永企業股份有限公司,新北市三重區中興里,股份有限公司,81年,生產中,14木竹製品製造業、23非金屬礦物製品製造業,140木竹製品、232耐火、黏土建材及其他陶瓷製品
華禮企業股份有限公司,新北市新店區寶興里,股份有限公司,84年,生產中,08食品製造業,084動植物油脂、086碾榖、磨粉及澱粉製品、089其他食品、083蔬果加工
允全有限公司,嘉義縣太保市南新里,有限公司,110年,生產中,29機械設備製造業,293通用機械設備
久玖鋼鐵股份有限公司,臺中市神岡區神洲里,股份有限公司,81年,生產中,25金屬製品製造業,259其他金屬製品
台灣山葉機車工業股份有限公司過嶺廠,桃園市中壢區過嶺里,股份有限公司,87年,生產中,30汽車及其零件製造業,303汽車零件
聯國工業股份有限公司,彰化縣員林市振興里,股份有限公司,75年,生產中,08食品製造業,083蔬果加工
大益興業股份有限公司台灣福祉廠,新北市土城區大安里,股份有限公司,111年,生產中,30汽車及其零件製造業,301汽車、303汽車零件
威昌精密工業有限公司台中廠,臺中市神岡區社口里,有限公司,108年,生產中,25金屬製品製造業,259其他金屬製品
兆鴻塑膠企業有限公司,彰化縣員林市新生里,有限公司,93年,生產中,22塑膠製品製造業,220塑膠製品
如鴻科技有限公司,彰化縣彰化市南安里,有限公司,110年,生產中,25金屬製品製造業,259其他金屬製品
臺灣禮光股份有限公司彰化工廠,彰化縣彰化市復興里,股份有限公司,59年,生產中,25金屬製品製造業、27電腦、電子產品及光學製品製造業、26電子零組件製造業,254金屬加工處理、251金屬刀具、手工具及模具、271電腦及其週邊設備、272通訊傳播設備、275量測、導航、控制設備及鐘錶、269其他電子零組件、277光學儀器及設備
聲嘉企業股份有限公司樹林廠,新北市樹林區東山里,股份有限公司,89年,生產中,25金屬製品製造業、26電子零組件製造業,254金屬加工處理、263印刷電路板、269其他電子零組件
佳世達科技股份有限公司雙星廠,桃園市龜山區山頂里,股份有限公司,91年,生產中,26電子零組件製造業、27電腦、電子產品及光學製品製造業、33其他製造業,264光電材料及元件、271電腦及其週邊設備、272通訊傳播設備、273視聽電子產品、274資料儲存媒體、276輻射及電子醫學設備、277光學儀器及設備、332醫療器材及用品
成豐砂心有限公司台南廠,臺南市仁德區一甲里,有限公司,110年,生產中,30汽車及其零件製造業、31其他運輸工具及其零件製造業,303汽車零件、312機車及其零件
台灣椿中島股份有限公司,臺中市西屯區協和里,股份有限公司,99年,生產中,29機械設備製造業,293通用機械設備
祥裕編織帶股份有限公司二廠,彰化縣和美鎮四張里,股份有限公司,110年,生產中,33其他製造業,332醫療器材及用品
臺灣興大農業生技有限公司,彰化縣大城鄉上山村,有限公司,110年,生產中,18化學材料及肥料製造業,183肥料及氮化合物
合茂食品有限公司,桃園市龜山區舊路里,有限公司,104年,生產中,08食品製造業,081肉類加工、089其他食品
鉦昇工業有限公司,彰化縣田尾鄉海豐村,有限公司,111年,生產中,31其他運輸工具及其零件製造業、25金屬製品製造業,313自行車及其零件、259其他金屬製品
隆協工業股份有限公司,新北市汐止區環河里,股份有限公司,77年,生產中,29機械設備製造業、25金屬製品製造業,293通用機械設備、251金屬刀具、手工具及模具
三鋒精機廠,臺中市南區和平里,獨資,63年,生產中,29機械設備製造業,291金屬加工用機械設備、293通用機械設備
青宇企業股份有限公司,屏東縣屏東市前進里,股份有限公司,110年,生產中,29機械設備製造業,293通用機械設備
乘福工業有限公司,桃園市蘆竹區長興里,有限公司,92年,生產中,25金屬製品製造業、29機械設備製造業,292其他專用機械設備、291金屬加工用機械設備、259其他金屬製品
瑞峰食品有限公司二廠,高雄市鳥松區仁美里,有限公司,110年,生產中,08食品製造業,081肉類加工
昆帝食品有限公司五股廠,新北市五股區興珍里,有限公司,110年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品
俊質生醫股份有限公司,臺南市新市區,股份有限公司,110年,生產中,25金屬製品製造業,254金屬加工處理
龍燈生物科技股份有限公司,臺南市永康區埔園里,股份有限公司,59年,生產中,19其他化學製品製造業,191農藥及環境用藥
台灣國際航電股份有限公司台南廠,臺南市新市區豐華里,股份有限公司,110年,生產中,27電腦、電子產品及光學製品製造業、28電力設備及配備製造業、29機械設備製造業,271電腦及其週邊設備、277光學儀器及設備、284照明設備及配備、293通用機械設備
昌農有限公司,新北市土城區日和里,有限公司,110年,生產中,08食品製造業,089其他食品
彰化縣埔鹽鄉農會,彰化縣埔鹽鄉好修村,農會組織,105年,生產中,08食品製造業,086碾榖、磨粉及澱粉製品
新豐國際開發有限公司(民樂廠),雲林縣北港鎮新街里,有限公司,109年,生產中,15紙漿、紙及紙製品製造業,159其他紙製品
鼎誠木業社工廠,彰化縣福興鄉福興村,獨資,110年,生產中,32家具製造業,321非金屬家具
