sampledate,areaname,county,siteid,sitename,sampleaddress,sampleitem,samplevalue,itemunit
2013/08/05,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.0203517,"pg I-TEQ/m3"
2013/08/05,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0164235,"pg I-TEQ/m3"
2013/08/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0022577,"pg I-TEQ/m3"
2013/08/09,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00518994638571146,"pg I-TEQ/m3"
2013/08/09,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0311826981445766,"pg I-TEQ/m3"
2013/08/20,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0108624374855471,"pg I-TEQ/m3"
2013/08/05,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0158598240314542,"pg I-TEQ/m3"
2013/08/20,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.021019233136031,"pg I-TEQ/m3"
2013/08/05,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.149226957944889,"pg I-TEQ/m3"
2013/08/05,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0112572326954431,"pg I-TEQ/m3"
2013/08/05,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.00997445495041272,"pg I-TEQ/m3"
2013/08/05,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0979454400558369,"pg I-TEQ/m3"
2013/08/12,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0369917,"pg I-TEQ/m3"
2013/08/12,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0129319,"pg I-TEQ/m3"
2013/08/12,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0274239,"pg I-TEQ/m3"
2013/08/12,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0227169,"pg I-TEQ/m3"
2013/08/12,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0281527,"pg I-TEQ/m3"
2013/08/12,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0154451,"pg I-TEQ/m3"
2013/08/12,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0203766,"pg I-TEQ/m3"
2013/08/05,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0207945,"pg I-TEQ/m3"
2013/08/05,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0511037,"pg I-TEQ/m3"
2013/08/06,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0260913,"pg I-TEQ/m3"
2013/08/06,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0146931,"pg I-TEQ/m3"
2013/08/06,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0197225,"pg I-TEQ/m3"
2013/05/10,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0211768545465668,"pg I-TEQ/m3"
2013/05/06,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.0539103,"pg I-TEQ/m3"
2013/05/07,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0108154,"pg I-TEQ/m3"
2013/05/06,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0048286,"pg I-TEQ/m3"
2013/05/10,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00617666919623444,"pg I-TEQ/m3"
2013/05/10,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0267772450589741,"pg I-TEQ/m3"
2013/05/10,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0173432027734389,"pg I-TEQ/m3"
2013/05/06,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.023275607053453,"pg I-TEQ/m3"
2013/05/14,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0316854551352031,"pg I-TEQ/m3"
2013/05/06,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0258848996909564,"pg I-TEQ/m3"
2013/05/06,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0242652256838305,"pg I-TEQ/m3"
2013/05/06,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0305505514122215,"pg I-TEQ/m3"
2013/05/06,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.104070492583373,"pg I-TEQ/m3"
2013/05/06,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0124113311261002,"pg I-TEQ/m3"
2013/05/13,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0098325,"pg I-TEQ/m3"
2013/05/13,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0121256,"pg I-TEQ/m3"
2013/05/13,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0265749,"pg I-TEQ/m3"
2013/05/13,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0206398,"pg I-TEQ/m3"
2013/05/13,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0104746,"pg I-TEQ/m3"
2013/05/13,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0074158,"pg I-TEQ/m3"
2013/05/13,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0125139,"pg I-TEQ/m3"
2013/05/06,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0282284,"pg I-TEQ/m3"
2013/05/06,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.019104,"pg I-TEQ/m3"
2013/05/07,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0117597,"pg I-TEQ/m3"
2013/05/07,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0123149,"pg I-TEQ/m3"
2013/05/07,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0129524,"pg I-TEQ/m3"
2013/02/26,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0349691466244568,"pg I-TEQ/m3"
2013/02/19,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.0405475,"pg I-TEQ/m3"
2013/02/19,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0053229,"pg I-TEQ/m3"
2013/02/19,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0076045,"pg I-TEQ/m3"
2013/02/22,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0115462238278254,"pg I-TEQ/m3"
2013/02/22,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0372639076118055,"pg I-TEQ/m3"
2013/02/26,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0320988283490339,"pg I-TEQ/m3"
2013/02/18,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0574334174482729,"pg I-TEQ/m3"
2013/02/26,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0540384369194745,"pg I-TEQ/m3"
2013/02/18,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0547806156159612,"pg I-TEQ/m3"
2013/02/18,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.021807991779034,"pg I-TEQ/m3"
2013/02/18,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.039536491894441,"pg I-TEQ/m3"
2013/02/18,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0477869059846002,"pg I-TEQ/m3"
2013/02/18,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0569009280925521,"pg I-TEQ/m3"
2013/02/25,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0616978,"pg I-TEQ/m3"
2013/02/25,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0451899,"pg I-TEQ/m3"
2013/02/25,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.1255903,"pg I-TEQ/m3"
2013/02/25,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0564352,"pg I-TEQ/m3"
2013/02/25,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.1026443,"pg I-TEQ/m3"
2013/02/25,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.041673,"pg I-TEQ/m3"
2013/02/25,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0447408,"pg I-TEQ/m3"
2013/02/19,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0176712,"pg I-TEQ/m3"
2013/02/19,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0119044,"pg I-TEQ/m3"
2013/02/19,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0051769,"pg I-TEQ/m3"
2013/02/20,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0055004,"pg I-TEQ/m3"
2013/02/20,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0063164,"pg I-TEQ/m3"
2012/10/01,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0104957,"pg I-TEQ/m3"
2012/10/01,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00693069175678654,"pg I-TEQ/m3"
2012/10/01,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0071797,"pg I-TEQ/m3"
2012/10/08,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0655680413521147,"pg I-TEQ/m3"
2012/10/08,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0195822203360329,"pg I-TEQ/m3"
2012/10/08,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0273219247094442,"pg I-TEQ/m3"
2012/10/08,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0277921616194289,"pg I-TEQ/m3"
2012/10/08,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0620054794281333,"pg I-TEQ/m3"
2012/10/08,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0335354543588336,"pg I-TEQ/m3"
2012/10/08,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0462274,"pg I-TEQ/m3"
2012/10/08,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0258252,"pg I-TEQ/m3"
2012/10/08,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0205724,"pg I-TEQ/m3"
2012/10/08,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0153081,"pg I-TEQ/m3"
2012/10/08,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0280312,"pg I-TEQ/m3"
2012/10/08,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0158331,"pg I-TEQ/m3"
2012/10/08,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0246988,"pg I-TEQ/m3"
2012/10/01,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0278336,"pg I-TEQ/m3"
2012/10/01,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0180714,"pg I-TEQ/m3"
2012/10/01,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0072938,"pg I-TEQ/m3"
2012/10/02,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0114549,"pg I-TEQ/m3"
2012/10/02,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0107504,"pg I-TEQ/m3"
2012/08/13,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0190047,"pg I-TEQ/m3"
2012/08/13,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0118763,"pg I-TEQ/m3"
2012/08/06,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0119088164541994,"pg I-TEQ/m3"
2012/08/06,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.021985734151698,"pg I-TEQ/m3"
2012/08/13,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0257064423334477,"pg I-TEQ/m3"
2012/08/13,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0403110556399759,"pg I-TEQ/m3"
2012/08/13,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0390801469943221,"pg I-TEQ/m3"
2012/08/13,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0213521361860914,"pg I-TEQ/m3"
2012/08/13,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0363908781665744,"pg I-TEQ/m3"
2012/08/13,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0541594153142093,"pg I-TEQ/m3"
2012/08/06,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0142918,"pg I-TEQ/m3"
2012/08/06,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0082593,"pg I-TEQ/m3"
2012/08/06,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0328051,"pg I-TEQ/m3"
2012/08/06,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0340784,"pg I-TEQ/m3"
2012/08/06,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0189591,"pg I-TEQ/m3"
2012/08/06,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0224633,"pg I-TEQ/m3"
2012/08/06,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0147916,"pg I-TEQ/m3"
2012/08/13,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0250091,"pg I-TEQ/m3"
2012/08/13,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0189305,"pg I-TEQ/m3"
2012/08/13,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0059995,"pg I-TEQ/m3"
2012/08/14,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0271577,"pg I-TEQ/m3"
2012/08/14,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0070854,"pg I-TEQ/m3"
2012/05/14,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0070873,"pg I-TEQ/m3"
2012/05/15,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0031989,"pg I-TEQ/m3"
2012/05/17,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00579661587008129,"pg I-TEQ/m3"
2012/05/14,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0155351209311018,"pg I-TEQ/m3"
2012/05/07,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0345720326867086,"pg I-TEQ/m3"
2012/05/07,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0441006661870211,"pg I-TEQ/m3"
2012/05/14,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0154319493451987,"pg I-TEQ/m3"
2012/05/14,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.00763264035336639,"pg I-TEQ/m3"
2012/05/14,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.00904664811625729,"pg I-TEQ/m3"
2012/05/14,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0202323958384673,"pg I-TEQ/m3"
2012/05/07,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0149315,"pg I-TEQ/m3"
2012/05/07,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0151479,"pg I-TEQ/m3"
2012/05/07,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0221488,"pg I-TEQ/m3"
2012/05/07,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0238847,"pg I-TEQ/m3"
2012/05/07,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0390295,"pg I-TEQ/m3"
2012/05/07,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0144098,"pg I-TEQ/m3"
2012/05/07,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0253958,"pg I-TEQ/m3"
2012/05/14,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0236008,"pg I-TEQ/m3"
2012/05/14,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0317739,"pg I-TEQ/m3"
2012/05/14,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0055192,"pg I-TEQ/m3"
2012/05/14,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0052382,"pg I-TEQ/m3"
2012/05/14,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0105506,"pg I-TEQ/m3"
2012/02/06,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0116987,"pg I-TEQ/m3"
2012/02/16,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00763475113416989,"pg I-TEQ/m3"
2012/02/06,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0103645,"pg I-TEQ/m3"
2012/02/06,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0403256666079962,"pg I-TEQ/m3"
2012/02/06,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0501632614013314,"pg I-TEQ/m3"
2012/02/13,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0890219392608314,"pg I-TEQ/m3"
2012/02/13,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0791077003280143,"pg I-TEQ/m3"
2012/02/13,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0851436188740569,"pg I-TEQ/m3"
2012/02/13,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0861854152671557,"pg I-TEQ/m3"
2012/02/13,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0482207,"pg I-TEQ/m3"
2012/02/13,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0614239,"pg I-TEQ/m3"
2012/02/13,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.1315467,"pg I-TEQ/m3"
2012/02/13,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0908776,"pg I-TEQ/m3"
2012/02/13,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.1125058,"pg I-TEQ/m3"
2012/02/13,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0392678,"pg I-TEQ/m3"
2012/02/13,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0327921,"pg I-TEQ/m3"
2012/02/06,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0290787,"pg I-TEQ/m3"
2012/02/06,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0343995,"pg I-TEQ/m3"
2012/02/06,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0238421,"pg I-TEQ/m3"
2012/02/07,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0120746,"pg I-TEQ/m3"
2012/02/07,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0125403,"pg I-TEQ/m3"
2011/10/24,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0174205,"pg I-TEQ/m3"
2011/10/24,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0065249,"pg I-TEQ/m3"
2011/10/17,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0128017283165623,"pg I-TEQ/m3"
2011/10/11,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0209098312070717,"pg I-TEQ/m3"
2011/10/11,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0314654751110054,"pg I-TEQ/m3"
2011/10/11,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0296435177370996,"pg I-TEQ/m3"
2011/10/19,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0513488300436502,"pg I-TEQ/m3"
2011/10/19,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0306449355680945,"pg I-TEQ/m3"
2011/10/19,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0514109577637454,"pg I-TEQ/m3"
2011/10/19,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0481703411079291,"pg I-TEQ/m3"
2011/10/24,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0309342,"pg I-TEQ/m3"
2011/10/24,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0272908,"pg I-TEQ/m3"
2011/10/24,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0108789,"pg I-TEQ/m3"
2011/10/24,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.026485,"pg I-TEQ/m3"
2011/10/24,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0304399,"pg I-TEQ/m3"
2011/10/17,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0126107,"pg I-TEQ/m3"
2011/10/17,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0220951,"pg I-TEQ/m3"
2011/10/17,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.01025,"pg I-TEQ/m3"
2011/10/17,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0224726,"pg I-TEQ/m3"
2011/10/17,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0065306,"pg I-TEQ/m3"
2011/10/24,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0124863,"pg I-TEQ/m3"
2011/10/24,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0106287,"pg I-TEQ/m3"
2011/08/01,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0138826,"pg I-TEQ/m3"
2011/08/01,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0085093,"pg I-TEQ/m3"
2011/08/22,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.009757807717601,"pg I-TEQ/m3"
2011/08/15,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0383464755639461,"pg I-TEQ/m3"
2011/08/15,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0328698933842579,"pg I-TEQ/m3"
2011/08/15,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0270853084580229,"pg I-TEQ/m3"
2011/08/22,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0326421718650978,"pg I-TEQ/m3"
2011/08/22,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0412562691823218,"pg I-TEQ/m3"
2011/08/22,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.0327734706578525,"pg I-TEQ/m3"
2011/08/22,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0282910191440947,"pg I-TEQ/m3"
2011/08/08,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0237315,"pg I-TEQ/m3"
2011/08/08,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0091259,"pg I-TEQ/m3"
2011/08/08,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.01513,"pg I-TEQ/m3"
2011/08/08,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0156244,"pg I-TEQ/m3"
2011/08/08,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0088371,"pg I-TEQ/m3"
2011/08/08,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0109009,"pg I-TEQ/m3"
2011/08/08,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0415708,"pg I-TEQ/m3"
2011/08/01,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0398932,"pg I-TEQ/m3"
2011/08/01,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.1717199,"pg I-TEQ/m3"
2011/08/01,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0119267,"pg I-TEQ/m3"
2011/08/01,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0086617,"pg I-TEQ/m3"
2011/08/01,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0196064,"pg I-TEQ/m3"
2011/05/09,宜蘭空品區,宜蘭縣,66,冬山站,冬山鄉托兒所,戴奧辛,0.0272283,"pg I-TEQ/m3"
2011/05/16,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0134096988991741,"pg I-TEQ/m3"
2011/05/09,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.016609,"pg I-TEQ/m3"
2011/05/09,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0202174616880607,"pg I-TEQ/m3"
2011/05/09,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0384165814609021,"pg I-TEQ/m3"
2011/05/16,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0216320638650106,"pg I-TEQ/m3"
2011/05/16,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0236488166300144,"pg I-TEQ/m3"
2011/05/16,雲嘉南空品區,嘉義市,42,嘉義站,興嘉國小,戴奧辛,0.027824568793316,"pg I-TEQ/m3"
2011/05/16,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0324767658402868,"pg I-TEQ/m3"
2011/05/16,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0151722,"pg I-TEQ/m3"
2011/05/16,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0168574,"pg I-TEQ/m3"
2011/05/16,中部空品區,彰化縣,33,彰化站,忠孝國小,戴奧辛,0.060511,"pg I-TEQ/m3"
2011/05/16,中部空品區,台中市,31,忠明站,忠明國小,戴奧辛,0.018823,"pg I-TEQ/m3"
2011/05/16,中部空品區,台中市,30,大里站,大里區公所,戴奧辛,0.0389338,"pg I-TEQ/m3"
2011/05/16,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.01336,"pg I-TEQ/m3"
2011/05/16,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0129332,"pg I-TEQ/m3"
2011/05/09,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.026111,"pg I-TEQ/m3"
2011/05/09,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0542085,"pg I-TEQ/m3"
2011/05/09,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0214855,"pg I-TEQ/m3"
2011/05/09,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0242692,"pg I-TEQ/m3"
2011/05/09,北部空品區,基隆市,1,基隆站,基隆女中,戴奧辛,0.0126761,"pg I-TEQ/m3"
2011/02/14,宜蘭空品區,宜蘭縣,66,冬山站,冬山鄉托兒所,戴奧辛,0.0270966,"pg I-TEQ/m3"
2011/02/21,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0344991745636036,"pg I-TEQ/m3"
